[Gene ID]	[source_id]	[Genomic Location (Gene)]	[Product Description]	
CNAG_00586	CNAG_00586-t26_1	CP003820.1:1,507,483..1,508,585(+)	hypothetical protein	
CNAG_00587	CNAG_00587-t26_1	CP003820.1:1,508,791..1,510,506(-)	hypothetical protein	
CNAG_00588	CNAG_00588-t26_1	CP003820.1:1,511,795..1,513,507(-)	hypothetical protein	
CNAG_00589	CNAG_00589-t26_1	CP003820.1:1,515,496..1,517,079(-)	5-formyltetrahydrofolate cyclo-ligase	
CNAG_00590	CNAG_00590-t26_1	CP003820.1:1,517,210..1,520,384(+)	para-aminobenzoate synthetase	
CNAG_00591	CNAG_00591-t26_1	CP003820.1:1,520,318..1,522,449(-)	hypothetical protein	
CNAG_00592	CNAG_00592-t26_1	CP003820.1:1,522,796..1,523,967(-)	dolichol-phosphate mannosyltransferase	
CNAG_00593	CNAG_00593-t26_1	CP003820.1:1,524,105..1,526,743(+)	hypothetical protein, hypothetical protein, variant	
CNAG_00593	CNAG_00593-t26_2	CP003820.1:1,524,105..1,526,743(+)	hypothetical protein, hypothetical protein, variant	
CNAG_00594	CNAG_00594-t26_1	CP003820.1:1,525,669..1,528,900(-)	lipid particle protein	
CNAG_00595	CNAG_00595-t26_1	CP003820.1:1,529,115..1,531,044(-)	hypothetical protein	
CNAG_00596	CNAG_00596-t26_1	CP003820.1:1,531,149..1,533,109(+)	hypothetical protein	
CNAG_00597	CNAG_00597-t26_1	CP003820.1:1,533,591..1,536,730(+)	amino acid transporter, amino acid transporter, variant	
CNAG_00597	CNAG_00597-t26_2	CP003820.1:1,533,591..1,536,730(+)	amino acid transporter, amino acid transporter, variant	
CNAG_00598	CNAG_00598-t26_1	CP003820.1:1,538,349..1,540,900(+)	nicotinamide mononucleotide permease	
CNAG_00599	CNAG_00599-t26_1	CP003820.1:1,541,319..1,544,288(+)	anion transporter	
CNAG_00600	CNAG_00600-t26_1	CP003820.1:1,544,106..1,546,340(-)	capsule-associated protein	
CNAG_00601	CNAG_00601-t26_1	CP003820.1:1,546,432..1,548,330(-)	putative glycosyl hydrolase	
CNAG_00602	CNAG_00602-t26_1	CP003820.1:1,548,399..1,550,145(-)	translation initiation factor 3 subunit I	
CNAG_00603	CNAG_00603-t26_1	CP003820.1:1,550,317..1,551,647(-)	pre-rRNA-processing protein PNO1	
CNAG_00604	CNAG_00604-t26_1	CP003820.1:1,551,724..1,553,907(+)	hypothetical protein	
CNAG_00605	CNAG_00605-t26_1	CP003820.1:1,554,006..1,555,911(+)	cytoplasmic protein	
CNAG_00606	CNAG_00606-t26_1	CP003820.1:1,557,093..1,559,757(+)	transcription initiation factor TFIID subunit 7	
CNAG_00607	CNAG_00607-t26_1	CP003820.1:1,559,690..1,561,610(-)	hypothetical protein	
CNAG_00608	CNAG_00608-t26_1	CP003820.1:1,561,744..1,562,683(+)	hypothetical protein	
CNAG_00609	CNAG_00609-t26_1	CP003820.1:1,562,307..1,566,665(-)	hypothetical protein	
CNAG_00612	CNAG_00612-t26_1	CP003820.1:1,573,855..1,577,211(+)	DNA excision repair protein ERCC-3	
CNAG_00613	CNAG_00613-t26_1	CP003820.1:1,575,877..1,578,119(-)	cytosine deaminase	
CNAG_00614	CNAG_00614-t26_1	CP003820.1:1,578,258..1,579,560(+)	hypothetical protein	
CNAG_00615	CNAG_00615-t26_1	CP003820.1:1,578,169..1,580,486(-)	hypothetical protein	
CNAG_00619	CNAG_00619-t26_1	CP003820.1:1,582,818..1,584,631(-)	tubulin folding cofactor C	
CNAG_00622	CNAG_00622-t26_1	CP003820.1:1,594,030..1,595,688(+)	acetylornithine aminotransferase	
CNAG_00623	CNAG_00623-t26_1	CP003820.1:1,595,630..1,598,753(-)	fungus-specific glucosylceramide	
CNAG_00624	CNAG_00624-t26_1	CP003820.1:1,599,154..1,600,554(-)	hypothetical protein	
CNAG_00625	CNAG_00625-t26_1	CP003820.1:1,600,635..1,606,753(-)	ARF guanyl-nucleotide exchange factor	
CNAG_00626	CNAG_00626-t26_1	CP003820.1:1,607,378..1,608,584(+)	hypothetical protein	
CNAG_00627	CNAG_00627-t26_1	CP003820.1:1,609,185..1,611,940(+)	specific transcriptional repressor	
CNAG_00628	CNAG_00628-t26_1	CP003820.1:1,611,375..1,612,639(-)	hypothetical protein	
CNAG_00632	CNAG_00632-t26_1	CP003820.1:1,632,641..1,633,656(-)	hypothetical protein	
CNAG_00633	CNAG_00633-t26_1	CP003820.1:1,633,800..1,639,294(+)	hypothetical protein	
CNAG_00634	CNAG_00634-t26_1	CP003820.1:1,638,436..1,640,955(-)	hypothetical protein, hypothetical protein, variant	
CNAG_00634	CNAG_00634-t26_2	CP003820.1:1,638,436..1,640,955(-)	hypothetical protein, hypothetical protein, variant	
CNAG_00635	CNAG_00635-t26_1	CP003820.1:1,641,503..1,646,915(-)	cytoplasmic protein	
CNAG_00636	CNAG_00636-t26_1	CP003820.1:1,647,020..1,649,900(-)	CDC7 protein kinase	
CNAG_00637	CNAG_00637-t26_1	CP003820.1:1,650,021..1,652,045(+)	cystathionine beta-synthase	
CNAG_00638	CNAG_00638-t26_1	CP003820.1:1,652,297..1,654,958(-)	GTPase	
CNAG_00639	CNAG_00639-t26_1	CP003820.1:1,655,106..1,656,190(+)	hypothetical protein	
CNAG_00640	CNAG_00640-t26_1	CP003820.1:1,656,487..1,658,029(+)	small subunit ribosomal protein S4-A	
CNAG_00641	CNAG_00641-t26_1	CP003820.1:1,658,176..1,662,429(-)	transcription elongation factor SPT5	
CNAG_00642	CNAG_00642-t26_1	CP003820.1:1,664,119..1,675,735(+)	hypothetical protein	
CNAG_00643	CNAG_00643-t26_1	CP003820.1:1,675,820..1,678,878(+)	hypothetical protein	
CNAG_00644	CNAG_00644-t26_1	CP003820.1:1,678,570..1,680,833(-)	sphingolipid delta-4 desaturase	
CNAG_00645	CNAG_00645-t26_1	CP003820.1:1,680,223..1,682,410(+)	2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase	
CNAG_00647	CNAG_00647-t26_1	CP003820.1:1,685,258..1,686,433(+)	hypothetical protein	
CNAG_00648	CNAG_00648-t26_1	CP003820.1:1,686,382..1,687,933(-)	esterase/lipase	
CNAG_00649	CNAG_00649-t26_1	CP003820.1:1,687,945..1,690,720(-)	tryptophan synthase, beta subunit	
CNAG_00650	CNAG_00650-t26_1	CP003820.1:1,691,099..1,694,367(+)	GRAM domain-containing protein	
CNAG_00651	CNAG_00651-t26_1	CP003820.1:1,694,281..1,698,044(-)	ATP-binding cassette, subfamily D (ALD), peroxisomal long-chain fatty acid import protein	
CNAG_00652	CNAG_00652-t26_1	CP003820.1:1,698,142..1,699,957(-)	hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2	
CNAG_00652	CNAG_00652-t26_2	CP003820.1:1,698,142..1,699,957(-)	hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2	
CNAG_00652	CNAG_00652-t26_3	CP003820.1:1,698,142..1,699,957(-)	hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2	
CNAG_00653	CNAG_00653-t26_1	CP003820.1:1,700,232..1,704,503(+)	hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2	
CNAG_00653	CNAG_00653-t26_2	CP003820.1:1,700,232..1,704,503(+)	hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2	
CNAG_00653	CNAG_00653-t26_3	CP003820.1:1,700,232..1,704,503(+)	hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2	
CNAG_00654	CNAG_00654-t26_1	CP003820.1:1,705,106..1,706,138(+)	sulfiredoxin	
CNAG_00655	CNAG_00655-t26_1	CP003820.1:1,706,442..1,707,124(-)	large subunit acidic ribosomal protein P1	
CNAG_00656	CNAG_00656-t26_1	CP003820.1:1,707,306..1,709,975(+)	large subunit ribosomal protein L7e	
CNAG_00657	CNAG_00657-t26_1	CP003820.1:1,708,978..1,709,762(-)	hypothetical protein	
CNAG_00658	CNAG_00658-t26_1	CP003820.1:1,710,306..1,712,711(-)	hypothetical protein	
CNAG_00659	CNAG_00659-t26_1	CP003820.1:1,712,601..1,713,641(+)	TFIIH basal transcription factor complex TTD-A subunit	
CNAG_00660	CNAG_00660-t26_1	CP003820.1:1,713,124..1,716,053(-)	histone deacetylase HOS3	
CNAG_00661	CNAG_00661-t26_1	CP003820.1:1,716,058..1,719,510(+)	hypothetical protein	
CNAG_00662	CNAG_00662-t26_1	CP003820.1:1,718,458..1,720,414(-)	carboxymethylenebutenolidase	
CNAG_00663	CNAG_00663-t26_1	CP003820.1:1,720,443..1,722,667(+)	hypothetical protein	
CNAG_00664	CNAG_00664-t26_1	CP003820.1:1,723,137..1,725,823(+)	hypothetical protein	
CNAG_00665	CNAG_00665-t26_1	CP003820.1:1,725,910..1,729,439(+)	DNA topoisomerase 2-associated protein PAT1	
CNAG_00666	CNAG_00666-t26_1	CP003820.1:1,729,220..1,734,473(-)	nucleoporin nsp1	
CNAG_00667	CNAG_00667-t26_1	CP003820.1:1,734,674..1,737,132(-)	hypothetical protein	
CNAG_00668	CNAG_00668-t26_1	CP003820.1:1,737,225..1,739,867(-)	hypothetical protein	
CNAG_00669	CNAG_00669-t26_1	CP003820.1:1,740,355..1,741,353(-)	hypothetical protein	
CNAG_00670	CNAG_00670-t26_1	CP003820.1:1,741,666..1,743,923(+)	hypothetical protein, hypothetical protein, variant	
CNAG_00670	CNAG_00670-t26_2	CP003820.1:1,741,666..1,743,923(+)	hypothetical protein, hypothetical protein, variant	
CNAG_00671	CNAG_00671-t26_1	CP003820.1:1,743,561..1,746,695(-)	cytoplasmic protein	
CNAG_00672	CNAG_00672-t26_1	CP003820.1:1,746,874..1,748,390(+)	small subunit ribosomal protein S11	
CNAG_00673	CNAG_00673-t26_1	CP003820.1:1,748,493..1,750,041(+)	cytoplasmic protein	
CNAG_00674	CNAG_00674-t26_1	CP003820.1:1,750,089..1,752,565(-)	hypothetical protein	
CNAG_00675	CNAG_00675-t26_1	CP003820.1:1,753,733..1,756,218(-)	carnitine/acyl carnitine carrier, carnitine/acyl carnitine carrier, variant	
CNAG_00675	CNAG_00675-t26_2	CP003820.1:1,753,733..1,756,218(-)	carnitine/acyl carnitine carrier, carnitine/acyl carnitine carrier, variant	
CNAG_00676	CNAG_00676-t26_1	CP003820.1:1,756,285..1,757,434(+)	ESCRT-I complex subunit VPS28	
CNAG_00677	CNAG_00677-t26_1	CP003820.1:1,759,091..1,760,969(+)	E3 ubiquitin-protein ligase UHRF1	
CNAG_00678	CNAG_00678-t26_1	CP003820.1:1,761,229..1,763,892(+)	urease accessory protein UreG	
CNAG_00679	CNAG_00679-t26_1	CP003820.1:1,764,478..1,765,668(+)	hypothetical protein	
CNAG_00680	CNAG_00680-t26_1	CP003820.1:1,765,646..1,767,561(-)	kinetochore protein Nuf2, kinetochore protein Nuf2, variant	
CNAG_00680	CNAG_00680-t26_2	CP003820.1:1,765,646..1,767,561(-)	kinetochore protein Nuf2, kinetochore protein Nuf2, variant	
CNAG_00681	CNAG_00681-t26_1	CP003820.1:1,767,727..1,771,347(+)	condensin complex subunit 3, condensin complex subunit 3, variant	
CNAG_00681	CNAG_00681-t26_2	CP003820.1:1,767,727..1,771,347(+)	condensin complex subunit 3, condensin complex subunit 3, variant	
CNAG_00682	CNAG_00682-t26_1	CP003820.1:1,771,505..1,778,643(+)	kinesin	
CNAG_00683	CNAG_00683-t26_1	CP003820.1:1,779,174..1,782,561(+)	CMGC/CLK protein kinase	
CNAG_00684	CNAG_00684-t26_1	CP003820.1:1,782,286..1,783,698(-)	ribulose-phosphate 3-epimerase	
CNAG_00685	CNAG_00685-t26_1	CP003820.1:1,783,876..1,786,610(+)	pre-mRNA-splicing ATP-dependent RNA helicase PRP28	
CNAG_00686	CNAG_00686-t26_1	CP003820.1:1,786,261..1,787,809(-)	hypothetical protein	
CNAG_00687	CNAG_00687-t26_1	CP003820.1:1,788,018..1,792,901(+)	hypothetical protein, hypothetical protein, variant	
CNAG_00687	CNAG_00687-t26_2	CP003820.1:1,788,018..1,792,901(+)	hypothetical protein, hypothetical protein, variant	
CNAG_00688	CNAG_00688-t26_1	CP003820.1:1,792,646..1,793,844(-)	hypothetical protein	
CNAG_00689	CNAG_00689-t26_1	CP003820.1:1,793,991..1,795,943(+)	beta-1,4-mannosyltransferase	
CNAG_00690	CNAG_00690-t26_1	CP003820.1:1,796,103..1,797,872(+)	hypothetical protein	
CNAG_00691	CNAG_00691-t26_1	CP003820.1:1,797,591..1,799,783(-)	hypothetical protein	
CNAG_00692	CNAG_00692-t26_1	CP003820.1:1,799,810..1,802,001(+)	FAD dependent oxidoreductase	
CNAG_00693	CNAG_00693-t26_1	CP003820.1:1,802,182..1,806,264(+)	F-box and WD-40 domain-containing protein CDC4, F-box and WD-40 domain-containing protein CDC4, variant	
CNAG_00693	CNAG_00693-t26_2	CP003820.1:1,802,182..1,806,264(+)	F-box and WD-40 domain-containing protein CDC4, F-box and WD-40 domain-containing protein CDC4, variant	
CNAG_00694	CNAG_00694-t26_1	CP003820.1:1,806,777..1,809,680(+)	putative RNA splicing-related protein	
CNAG_00695	CNAG_00695-t26_1	CP003820.1:1,809,634..1,811,671(-)	hypothetical protein	
CNAG_00696	CNAG_00696-t26_1	CP003820.1:1,811,843..1,816,958(+)	alpha-mannosidase	
CNAG_00697	CNAG_00697-t26_1	CP003820.1:1,817,479..1,819,731(-)	UDP-glucose epimerase	
CNAG_00698	CNAG_00698-t26_1	CP003820.1:1,819,889..1,822,566(+)	hypothetical protein	
CNAG_00699	CNAG_00699-t26_1	CP003820.1:1,822,481..1,828,276(-)	transmembrane receptor	
CNAG_00700	CNAG_00700-t26_1	CP003820.1:1,829,841..1,832,236(+)	phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	
CNAG_00701	CNAG_00701-t26_1	CP003820.1:1,832,171..1,834,926(-)	protein involved in gxm O-acetylation	
CNAG_00702	CNAG_00702-t26_1	CP003820.1:1,836,682..1,839,359(+)	hypothetical protein	
CNAG_00703	CNAG_00703-t26_1	CP003820.1:1,839,738..1,840,825(-)	large subunit ribosomal protein L31e	
CNAG_00704	CNAG_00704-t26_1	CP003820.1:1,841,072..1,846,182(-)	hypothetical protein, hypothetical protein, variant	
CNAG_00704	CNAG_00704-t26_2	CP003820.1:1,841,072..1,846,182(-)	hypothetical protein, hypothetical protein, variant	
CNAG_00705	CNAG_00705-t26_1	CP003820.1:1,846,296..1,848,178(-)	RuvB-like helicase 2	
CNAG_00706	CNAG_00706-t26_1	CP003820.1:1,848,273..1,849,941(+)	RNA-binding protein rnp24	
CNAG_00707	CNAG_00707-t26_1	CP003820.1:1,849,944..1,851,189(-)	protein SYM1	
CNAG_00708	CNAG_00708-t26_1	CP003820.1:1,851,855..1,853,635(+)	pre-mRNA-splicing factor SLT11	
CNAG_00709	CNAG_00709-t26_1	CP003820.1:1,853,524..1,855,290(-)	uracil-DNA glycosylase	
CNAG_00710	CNAG_00710-t26_1	CP003820.1:1,855,422..1,858,206(+)	glutamine synthetase	
CNAG_00711	CNAG_00711-t26_1	CP003820.1:1,858,282..1,860,260(+)	hypothetical protein	
CNAG_00712	CNAG_00712-t26_1	CP003820.1:1,860,548..1,862,114(-)	hypothetical protein	
CNAG_00713	CNAG_00713-t26_1	CP003820.1:1,862,233..1,864,060(+)	V-type H+-transporting ATPase 54 kDa subunit	
CNAG_00714	CNAG_00714-t26_1	CP003820.1:1,864,149..1,865,644(+)	hypothetical protein	
CNAG_00715	CNAG_00715-t26_1	CP003820.1:1,865,826..1,866,468(-)	hypothetical protein	
CNAG_00716	CNAG_00716-t26_1	CP003820.1:1,866,641..1,867,809(+)	cytochrome c	
CNAG_00717	CNAG_00717-t26_1	CP003820.1:1,868,877..1,870,802(+)	hypothetical protein	
CNAG_00718	CNAG_00718-t26_1	CP003820.1:1,870,759..1,873,929(-)	chromatin assembly factor 1 subunit B	
CNAG_00719	CNAG_00719-t26_1	CP003820.1:1,873,941..1,876,726(-)	ribosome biogenesis ATPase	
CNAG_00720	CNAG_00720-t26_1	CP003820.1:1,876,511..1,878,576(+)	DNA repair protein RAD51	
CNAG_00721	CNAG_00721-t26_1	CP003820.1:1,878,927..1,881,469(+)	alpha-1,3-mannosyltransferase	
CNAG_00722	CNAG_00722-t26_1	CP003820.1:1,881,252..1,882,271(-)	large subunit ribosomal protein L27	
CNAG_00723	CNAG_00723-t26_1	CP003820.1:1,882,409..1,883,936(+)	hypothetical protein	
CNAG_00726	CNAG_00726-t26_1	CP003820.1:1,889,258..1,891,561(-)	hypothetical protein	
CNAG_00727	CNAG_00727-t26_1	CP003820.1:1,892,899..1,895,428(-)	mitochondrial protein with role in iron accumulation	
CNAG_00728	CNAG_00728-t26_1	CP003820.1:1,895,591..1,898,609(-)	dityrosine transporter	
CNAG_00729	CNAG_00729-t26_1	CP003820.1:1,899,154..1,899,810(+)	hypothetical protein	
CNAG_00730	CNAG_00730-t26_1	CP003820.1:1,900,719..1,907,783(+)	ATP-binding cassette transporter	
CNAG_00732	CNAG_00732-t26_1	CP003820.1:1,908,931..1,911,593(-)	hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2	
CNAG_00732	CNAG_00732-t26_2	CP003820.1:1,908,931..1,911,593(-)	hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2	
CNAG_00732	CNAG_00732-t26_3	CP003820.1:1,908,931..1,911,593(-)	hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2	
CNAG_00733	CNAG_00733-t26_1	CP003820.1:1,915,450..1,917,928(+)	hypothetical protein	
CNAG_00734	CNAG_00734-t26_1	CP003820.1:1,918,162..1,920,985(+)	dihydroorotase, homodimeric type, dihydroorotase, homodimeric type, variant	
CNAG_00734	CNAG_00734-t26_2	CP003820.1:1,918,162..1,920,985(+)	dihydroorotase, homodimeric type, dihydroorotase, homodimeric type, variant	
CNAG_00735	CNAG_00735-t26_1	CP003820.1:1,918,731..1,922,108(-)	aldehyde dehydrogenase family 7 member A1	
CNAG_00736	CNAG_00736-t26_1	CP003820.1:1,922,138..1,925,805(-)	exocyst protein, exocyst protein, variant	
CNAG_00736	CNAG_00736-t26_2	CP003820.1:1,922,138..1,925,805(-)	exocyst protein, exocyst protein, variant	
CNAG_00737	CNAG_00737-t26_1	CP003820.1:1,925,921..1,929,386(-)	hypothetical protein	
CNAG_00738	CNAG_00738-t26_1	CP003820.1:1,930,978..1,931,996(-)	hypothetical protein	
CNAG_00739	CNAG_00739-t26_1	CP003820.1:1,932,673..1,934,713(+)	hypothetical protein	
CNAG_00740	CNAG_00740-t26_1	CP003820.1:1,934,357..1,940,971(-)	swi/snf chromatin-remodeling complex subunit	
CNAG_00741	CNAG_00741-t26_1	CP003820.1:1,940,966..1,943,618(+)	ATP-dependent RNA helicase SUB2	
CNAG_00742	CNAG_00742-t26_1	CP003820.1:1,943,729..1,946,046(+)	serine palmitoyltransferase	
CNAG_00743	CNAG_00743-t26_1	CP003820.1:1,945,914..1,948,121(-)	imidazoleglycerol phosphate synthase, cyclase subunit	
CNAG_00744	CNAG_00744-t26_1	CP003820.1:1,948,244..1,950,522(-)	alpha 1,6-mannosyltransferase	
CNAG_00745	CNAG_00745-t26_1	CP003820.1:1,952,991..1,957,457(+)	serine/threonine-protein kinase	
CNAG_00746	CNAG_00746-t26_1	CP003820.1:1,957,535..1,960,116(+)	hypothetical protein	
CNAG_00747	CNAG_00747-t26_1	CP003820.1:1,960,131..1,962,410(+)	succinyl-CoA synthetase beta subunit	
CNAG_00748	CNAG_00748-t26_1	CP003820.1:1,962,436..1,963,965(-)	hypothetical protein	
CNAG_00749	CNAG_00749-t26_1	CP003820.1:1,966,675..1,968,848(+)	alternative sulfate transporter	
CNAG_00750	CNAG_00750-t26_1	CP003820.1:1,969,161..1,970,174(+)	hypothetical protein	
CNAG_00751	CNAG_00751-t26_1	CP003820.1:1,971,685..1,972,478(+)	hypothetical protein	
CNAG_00752	CNAG_00752-t26_1	CP003820.1:1,972,790..1,974,647(+)	transducin family protein	
CNAG_00753	CNAG_00753-t26_1	CP003820.1:1,973,163..1,977,441(-)	hypothetical protein	
CNAG_00754	CNAG_00754-t26_1	CP003820.1:1,977,454..1,980,023(-)	ATP-binding cassette, sub-family E, member 1	
CNAG_00755	CNAG_00755-t26_1	CP003820.1:1,980,219..1,982,822(+)	hypothetical protein	
CNAG_00756	CNAG_00756-t26_1	CP003820.1:1,982,751..1,983,983(-)	hypothetical protein	
CNAG_00757	CNAG_00757-t26_1	CP003820.1:1,984,104..1,988,960(+)	ubiquitin carboxyl-terminal hydrolase 8	
CNAG_00758	CNAG_00758-t26_1	CP003820.1:1,990,677..1,995,350(+)	regulatory protein ral2	
CNAG_00759	CNAG_00759-t26_1	CP003820.1:1,995,419..1,997,498(-)	hypothetical protein, hypothetical protein, variant	
CNAG_00759	CNAG_00759-t26_2	CP003820.1:1,995,419..1,997,498(-)	hypothetical protein, hypothetical protein, variant	
CNAG_00760	CNAG_00760-t26_1	CP003820.1:1,997,682..2,000,246(+)	methylenetetrahydrofolate reductase	
CNAG_00761	CNAG_00761-t26_1	CP003820.1:2,000,156..2,001,207(-)	coiled-coil domain-containing protein 12	
CNAG_00762	CNAG_00762-t26_1	CP003820.1:2,001,319..2,003,387(+)	diphthamide biosynthesis protein 1	
CNAG_00764	CNAG_00764-t26_1	CP003820.1:2,005,024..2,008,305(+)	ATP-dependent RNA helicase DBP4	
CNAG_00765	CNAG_00765-t26_1	CP003820.1:2,008,218..2,009,924(-)	hypothetical protein	
CNAG_00766	CNAG_00766-t26_1	CP003820.1:2,011,231..2,014,376(-)	hypothetical protein	
CNAG_00768	CNAG_00768-t26_1	CP003820.1:2,015,402..2,018,435(-)	hypothetical protein	
CNAG_00769	CNAG_00769-t26_1	CP003820.1:2,017,589..2,020,925(+)	map kinase kinase 	
CNAG_00770	CNAG_00770-t26_1	CP003820.1:2,021,179..2,025,488(-)	DNA mismatch repair protein MSH2	
CNAG_00771	CNAG_00771-t26_1	CP003820.1:2,026,018..2,027,470(-)	large subunit ribosomal protein L29	
CNAG_00772	CNAG_00772-t26_1	CP003820.1:2,027,692..2,029,517(+)	putative UV excision repair protein	
CNAG_00773	CNAG_00773-t26_1	CP003820.1:2,029,897..2,031,503(+)	hypothetical protein	
CNAG_00774	CNAG_00774-t26_1	CP003820.1:2,031,067..2,033,254(-)	phosphoglycerate dehydrogenase	
CNAG_00775	CNAG_00775-t26_1	CP003820.1:2,033,494..2,035,618(+)	U3 small nucleolar RNA-associated protein 15	
CNAG_00776	CNAG_00776-t26_1	CP003820.1:2,037,772..2,039,794(+)	immunoreactive mannoprotein MP88	
CNAG_00777	CNAG_00777-t26_1	CP003820.1:2,040,201..2,045,691(+)	CCR4-NOT transcriptional complex subunit CAF120	
CNAG_00778	CNAG_00778-t26_1	CP003820.1:2,047,235..2,051,742(-)	hypothetical protein	
CNAG_00779	CNAG_00779-t26_1	CP003820.1:2,051,801..2,053,220(+)	large subunit ribosomal protein L27e	
CNAG_00780	CNAG_00780-t26_1	CP003820.1:2,053,062..2,055,878(-)	hypothetical protein, hypothetical protein, variant	
CNAG_00780	CNAG_00780-t26_2	CP003820.1:2,053,062..2,055,878(-)	hypothetical protein, hypothetical protein, variant	
CNAG_00781	CNAG_00781-t26_1	CP003820.1:2,056,006..2,056,729(+)	U6 snRNA-associated Sm-like protein LSm3	
CNAG_00782	CNAG_00782-t26_1	CP003820.1:2,056,643..2,059,948(-)	STE/STE20/Fray protein kinase	
CNAG_00783	CNAG_00783-t26_1	CP003820.1:2,060,132..2,061,719(-)	hypothetical protein	
CNAG_00784	CNAG_00784-t26_1	CP003820.1:2,062,063..2,063,403(-)	hypothetical protein	
CNAG_00785	CNAG_00785-t26_1	CP003820.1:2,061,883..2,065,763(+)	ATP-dependent RNA helicase eIF4A	
CNAG_00786	CNAG_00786-t26_1	CP003820.1:2,065,548..2,066,589(-)	hypothetical protein	
CNAG_00787	CNAG_00787-t26_1	CP003820.1:2,066,713..2,072,642(+)	hypothetical protein	
CNAG_00788	CNAG_00788-t26_1	CP003820.1:2,072,658..2,075,291(-)	NADH dehydrogenase	
CNAG_00789	CNAG_00789-t26_1	CP003820.1:2,076,448..2,077,687(-)	hypothetical protein	
CNAG_00790	CNAG_00790-t26_1	CP003820.1:2,079,204..2,081,213(+)	PAP2 domain-containing protein	
CNAG_00791	CNAG_00791-t26_1	CP003820.1:2,080,946..2,085,146(-)	hypothetical protein	
CNAG_00792	CNAG_00792-t26_1	CP003820.1:2,087,573..2,094,752(-)	ATP-binding cassette transporter	
CNAG_00793	CNAG_00793-t26_1	CP003820.1:2,094,929..2,096,318(+)	DNA-directed RNA polymerase I, II, and III subunit RPABC1	
CNAG_00794	CNAG_00794-t26_1	CP003820.1:2,096,183..2,097,616(-)	hypothetical protein	
CNAG_00795	CNAG_00795-t26_1	CP003820.1:2,097,928..2,099,353(-)	hypothetical protein	
CNAG_00796	CNAG_00796-t26_1	CP003820.1:2,101,227..2,107,061(-)	putative abc multidrug resistance transporter with similarity to Ste6	
CNAG_00797	CNAG_00797-t26_1	CP003820.1:2,107,846..2,110,908(-)	acetyl-CoA synthetase	
CNAG_00798	CNAG_00798-t26_1	CP003820.1:2,111,308..2,114,049(-)	hypothetical protein	
CNAG_00799	CNAG_00799-t26_1	CP003820.1:2,113,914..2,117,949(+)	cellulase	
CNAG_00800	CNAG_00800-t26_1	CP003820.1:2,118,211..2,119,585(-)	nicotinamidase	
CNAG_00801	CNAG_00801-t26_1	CP003820.1:2,120,132..2,121,489(-)	hypothetical protein	
CNAG_00802	CNAG_00802-t26_1	CP003820.1:2,122,203..2,123,279(+)	calcineurin-binding protein	
CNAG_00803	CNAG_00803-t26_1	CP003820.1:2,123,215..2,126,816(-)	solute carrier family 24 (sodium/potassium/calcium exchanger), member 6	
CNAG_00804	CNAG_00804-t26_1	CP003820.1:2,126,954..2,128,893(+)	Gtr1/RagA G protein Gtr1	
CNAG_00805	CNAG_00805-t26_1	CP003820.1:2,128,753..2,131,432(-)	hypothetical protein	
CNAG_00806	CNAG_00806-t26_1	CP003820.1:2,131,566..2,132,607(+)	hypothetical protein	
CNAG_00807	CNAG_00807-t26_1	CP003820.1:2,132,786..2,138,454(+)	hypothetical protein	
CNAG_00808	CNAG_00808-t26_1	CP003820.1:2,138,019..2,139,351(-)	myosin regulatory light chain cdc4	
CNAG_00809	CNAG_00809-t26_1	CP003820.1:2,139,473..2,142,459(+)	ATP-dependent RNA helicase ded1	
CNAG_00810	CNAG_00810-t26_1	CP003820.1:2,142,412..2,144,450(-)	polynucleotide kinase 3'-phosphatase	
CNAG_00811	CNAG_00811-t26_1	CP003820.1:2,144,873..2,146,625(-)	anthranilate phosphoribosyltransferase	
CNAG_00812	CNAG_00812-t26_1	CP003820.1:2,146,727..2,150,792(-)	cohesin complex subunit SA-1/2	
CNAG_00813	CNAG_00813-t26_1	CP003820.1:2,152,452..2,154,995(+)	hypothetical protein	
CNAG_00814	CNAG_00814-t26_1	CP003820.1:2,152,347..2,159,352(-)	hypothetical protein	
CNAG_00815	CNAG_00815-t26_1	CP003820.1:2,161,078..2,164,025(+)	siderophore iron transporter	
CNAG_00816	CNAG_00816-t26_1	CP003820.1:2,163,448..2,164,950(-)	microtubule binding protein	
CNAG_00817	CNAG_00817-t26_1	CP003820.1:2,165,180..2,167,418(+)	hypothetical protein	
CNAG_00818	CNAG_00818-t26_1	CP003820.1:2,167,738..2,169,475(-)	hypothetical protein	
CNAG_00819	CNAG_00819-t26_1	CP003820.1:2,170,900..2,171,860(-)	small subunit ribosomal protein S30	
