[Gene ID]	[source_id]	[Input Ortholog(s)]	[Ortholog Group]	[Paralog count]	[Ortholog count]	[Gene Name or Symbol]	
Afu1g09810	Afu1g09810-T	CNAG_02656	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127512">OG5_127512</a>	0	83	N/A	
Afu1g09820	Afu1g09820-T	CNAG_03587	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130348">OG5_130348</a>	0	61	N/A	
Afu1g09830	Afu1g09830-T	CNAG_00287	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128476">OG5_128476</a>	0	80	N/A	
Afu1g09840	Afu1g09840-T	CNAG_06630	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128571">OG5_128571</a>	0	105	tim44	
Afu1g09900	Afu1g09900-T	CNAG_05337	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_155629">OG5_155629</a>	0	24	N/A	
Afu1g09910	Afu1g09910-T	CNAG_05336	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_146722">OG5_146722</a>	0	32	N/A	
Afu1g09920	Afu1g09920-T	CNAG_06686	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130062">OG5_130062</a>	0	89	N/A	
Afu1g09930	Afu1g09930-T	CNAG_01257,CNAG_01615,CNAG_01896,CNAG_02478,CNAG_03983,CNAG_07801	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126583">OG5_126583</a>	10	551	gcy1	
Afu1g09950	Afu1g09950-T	CNAG_02310,CNAG_03590	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126846">OG5_126846</a>	1	188	cbkA	
Afu1g09970	Afu1g09970-T	CNAG_02507	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129149">OG5_129149</a>	0	83	N/A	
Afu1g10050	Afu1g10050-T	CNAG_03699	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127962">OG5_127962</a>	0	90	N/A	
Afu1g10130	Afu1g10130-T	CNAG_00886	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127233">OG5_127233</a>	0	87	N/A	
Afu1g10170	Afu1g10170-T	CNAG_04101	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_168944">OG5_168944</a>	0	22	N/A	
Afu1g10180	Afu1g10180-T	CNAG_00023	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_138583">OG5_138583</a>	0	48	N/A	
Afu1g10190	Afu1g10190-T	CNAG_04069	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128306">OG5_128306</a>	0	83	N/A	
Afu1g10200	Afu1g10200-T	CNAG_00694	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128090">OG5_128090</a>	0	84	N/A	
Afu1g10270	Afu1g10270-T	CNAG_00105,CNAG_01954,CNAG_05534	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127872">OG5_127872</a>	3	205	N/A	
Afu1g10280	Afu1g10280-T	CNAG_04352	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_139320">OG5_139320</a>	0	55	N/A	
Afu1g10295	Afu1g10295-T	CNAG_04450	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128209">OG5_128209</a>	0	74	N/A	
Afu1g10310	Afu1g10310-T	CNAG_00754	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127149">OG5_127149</a>	0	87	N/A	
Afu1g10320	Afu1g10320-T	CNAG_06627	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128479">OG5_128479</a>	0	100	N/A	
Afu1g10340	Afu1g10340-T	CNAG_05060	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_134910">OG5_134910</a>	0	59	N/A	
Afu1g10350	Afu1g10350-T	CNAG_03358	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126776">OG5_126776</a>	0	115	pgkA	
Afu1g10355	Afu1g10355-T	CNAG_06402	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130158">OG5_130158</a>	0	72	N/A	
Afu1g10380	Afu1g10380-T	CNAG_03588	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126718">OG5_126718</a>	11	562	nrps1	
Afu1g10410	Afu1g10410-T	CNAG_00720,CNAG_07909	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126834">OG5_126834</a>	1	138	N/A	
Afu1g10440	Afu1g10440-T	CNAG_03675	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128182">OG5_128182</a>	0	80	N/A	
Afu1g10480	Afu1g10480-T	CNAG_07766	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_132021">OG5_132021</a>	0	65	N/A	
Afu1g10490	Afu1g10490-T	CNAG_02075	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_135393">OG5_135393</a>	0	80	N/A	
Afu1g10497	Afu1g10497-T	CNAG_03287	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128832">OG5_128832</a>	0	88	N/A	
Afu1g10510	Afu1g10510-T	CNAG_00771	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127176">OG5_127176</a>	0	86	N/A	
Afu1g10540	Afu1g10540-T	CNAG_00343,CNAG_02085	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_132841">OG5_132841</a>	0	89	N/A	
Afu1g10550	Afu1g10550-T	CNAG_07904	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129529">OG5_129529</a>	0	69	N/A	
Afu1g10560	Afu1g10560-T	CNAG_01608	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127861">OG5_127861</a>	0	88	N/A	
Afu1g10570	Afu1g10570-T	CNAG_01744,CNAG_06122	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130317">OG5_130317</a>	0	67	N/A	
Afu1g10590	Afu1g10590-T	CNAG_01518	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131168">OG5_131168</a>	1	132	N/A	
Afu1g10630	Afu1g10630-T	CNAG_00418	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126734">OG5_126734</a>	0	91	N/A	
Afu1g10640	Afu1g10640-T	CNAG_03979	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128003">OG5_128003</a>	0	90	N/A	
Afu1g10670	Afu1g10670-T	CNAG_00713	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127797">OG5_127797</a>	0	90	N/A	
Afu1g10700	Afu1g10700-T	CNAG_01861	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129953">OG5_129953</a>	0	99	N/A	
Afu1g10710	Afu1g10710-T	CNAG_03271	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128222">OG5_128222</a>	0	87	N/A	
Afu1g10720	Afu1g10720-T	CNAG_02195	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126808">OG5_126808</a>	1	182	N/A	
Afu1g10740	Afu1g10740-T	CNAG_01899	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127820">OG5_127820</a>	0	83	N/A	
Afu1g10760	Afu1g10760-T	CNAG_04365	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128699">OG5_128699</a>	0	91	N/A	
Afu1g10770	Afu1g10770-T	CNAG_06541	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_137404">OG5_137404</a>	0	50	N/A	
Afu1g10780	Afu1g10780-T	CNAG_02818	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127412">OG5_127412</a>	0	86	N/A	
Afu1g10790	Afu1g10790-T	CNAG_04498	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131646">OG5_131646</a>	3	127	N/A	
Afu1g10800	Afu1g10800-T	CNAG_04757	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_134512">OG5_134512</a>	0	86	N/A	
Afu1g10810	Afu1g10810-T	CNAG_07590	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127946">OG5_127946</a>	0	84	N/A	
Afu1g10820	Afu1g10820-T	CNAG_02202	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127271">OG5_127271</a>	0	106	N/A	
Afu1g10850	Afu1g10850-T	CNAG_03049	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127053">OG5_127053</a>	0	110	N/A	
Afu1g10860	Afu1g10860-T	CNAG_04149	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130015">OG5_130015</a>	0	86	N/A	
Afu1g10880	Afu1g10880-T	CNAG_01232	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126645">OG5_126645</a>	2	285	pmcA	
Afu1g10910	Afu1g10910-T	CNAG_01840	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126611">OG5_126611</a>	1	125	tubA	
Afu1g10920	Afu1g10920-T	CNAG_06670	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128874">OG5_128874</a>	0	94	N/A	
Afu1g10930	Afu1g10930-T	CNAG_00235,CNAG_04758	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126686">OG5_126686</a>	2	240	N/A	
Afu1g10940	Afu1g10940-T	CNAG_05063	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130049">OG5_130049</a>	0	100	sskB	
Afu1g10950	Afu1g10950-T	CNAG_05410	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129941">OG5_129941</a>	0	70	N/A	
Afu1g10960	Afu1g10960-T	CNAG_00994	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128495">OG5_128495</a>	0	88	N/A	
Afu1g10970	Afu1g10970-T	CNAG_03299	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127619">OG5_127619</a>	0	83	N/A	
Afu1g10980	Afu1g10980-T	CNAG_01165	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128162">OG5_128162</a>	0	135	N/A	
Afu1g10990	Afu1g10990-T	CNAG_03300	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128935">OG5_128935</a>	0	85	N/A	
Afu1g11020	Afu1g11020-T	CNAG_00115,CNAG_00269,CNAG_01949,CNAG_05658	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126928">OG5_126928</a>	3	173	N/A	
Afu1g11030	Afu1g11030-T	CNAG_00115,CNAG_00269,CNAG_01949,CNAG_05658	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126928">OG5_126928</a>	3	173	N/A	
Afu1g11040	Afu1g11040-T	CNAG_06912	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131746">OG5_131746</a>	0	24	N/A	
Afu1g11070	Afu1g11070-T	CNAG_02401	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130339">OG5_130339</a>	0	88	N/A	
Afu1g11080	Afu1g11080-T	CNAG_01938	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128024">OG5_128024</a>	0	125	kin1	
Afu1g11110	Afu1g11110-T	CNAG_01208	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131009">OG5_131009</a>	0	45	cch1	
Afu1g11120	Afu1g11120-T	CNAG_02400	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128928">OG5_128928</a>	0	95	N/A	
Afu1g11130	Afu1g11130-T	CNAG_02234	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127206">OG5_127206</a>	0	108	N/A	
Afu1g11150	Afu1g11150-T	CNAG_07749	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128149">OG5_128149</a>	0	114	ksrA	
Afu1g11160	Afu1g11160-T	CNAG_06367	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128418">OG5_128418</a>	0	78	N/A	
Afu1g11170	Afu1g11170-T	CNAG_00550	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129379">OG5_129379</a>	0	84	N/A	
Afu1g11180	Afu1g11180-T	CNAG_03347,CNAG_07347	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126636">OG5_126636</a>	1	188	hsp78	
Afu1g11190	Afu1g11190-T	CNAG_02714	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127390">OG5_127390</a>	0	82	N/A	
Afu1g11230	Afu1g11230-T	CNAG_06534	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127955">OG5_127955</a>	1	88	hmg2	
Afu1g11320	Afu1g11320-T	CNAG_02796	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130802">OG5_130802</a>	1	85	N/A	
Afu1g11410	Afu1g11410-T	CNAG_01279	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129986">OG5_129986</a>	0	61	N/A	
Afu1g11420	Afu1g11420-T	CNAG_03345	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129417">OG5_129417</a>	0	95	N/A	
Afu1g11470	Afu1g11470-T	CNAG_00064,CNAG_03286	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127521">OG5_127521</a>	1	170	N/A	
Afu1g11490	Afu1g11490-T	CNAG_07629	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127556">OG5_127556</a>	0	115	N/A	
Afu1g11530	Afu1g11530-T	CNAG_00032,CNAG_01079,CNAG_01776	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131052">OG5_131052</a>	0	77	N/A	
Afu1g11540	Afu1g11540-T	CNAG_01553	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129434">OG5_129434</a>	0	71	N/A	
Afu1g11570	Afu1g11570-T	CNAG_01495,CNAG_05320,CNAG_05321,CNAG_06530	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128146">OG5_128146</a>	2	129	N/A	
Afu1g11580	Afu1g11580-T	CNAG_01936,CNAG_02254,CNAG_04038	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_133184">OG5_133184</a>	0	89	N/A	
Afu1g11600	Afu1g11600-T	CNAG_01823,CNAG_03262	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126810">OG5_126810</a>	1	102	N/A	
Afu1g11650	Afu1g11650-T	CNAG_00863,CNAG_02475,CNAG_04561,CNAG_07389	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129359">OG5_129359</a>	4	115	N/A	
Afu1g11670	Afu1g11670-T	CNAG_00557	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128730">OG5_128730</a>	0	79	N/A	
Afu1g11690	Afu1g11690-T	CNAG_02201	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130332">OG5_130332</a>	0	59	N/A	
Afu1g11710	Afu1g11710-T	CNAG_02144	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127114">OG5_127114</a>	0	91	N/A	
Afu1g11730	Afu1g11730-T	CNAG_03251	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126696">OG5_126696</a>	0	206	N/A	
Afu1g11770	Afu1g11770-T	CNAG_04651	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130182">OG5_130182</a>	0	75	N/A	
Afu1g11790	Afu1g11790-T	CNAG_02078	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127001">OG5_127001</a>	1	127	N/A	
Afu1g11850	Afu1g11850-T	CNAG_07564	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_146724">OG5_146724</a>	0	48	N/A	
Afu1g11860	Afu1g11860-T	CNAG_04844	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136958">OG5_136958</a>	0	61	N/A	
Afu1g11870	Afu1g11870-T	CNAG_02074	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127941">OG5_127941</a>	0	85	N/A	
Afu1g11880	Afu1g11880-T	CNAG_02045	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130993">OG5_130993</a>	1	118	N/A	
Afu1g11890	Afu1g11890-T	CNAG_01477	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127265">OG5_127265</a>	1	132	lcb2	
Afu1g11920	Afu1g11920-T	CNAG_02393	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_135755">OG5_135755</a>	0	63	N/A	
Afu1g11930	Afu1g11930-T	CNAG_03216	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_149759">OG5_149759</a>	0	36	N/A	
Afu1g11940	Afu1g11940-T	CNAG_04180	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127198">OG5_127198</a>	0	83	N/A	
Afu1g11950	Afu1g11950-T	CNAG_02658	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_142720">OG5_142720</a>	0	56	N/A	
Afu1g11960	Afu1g11960-T	CNAG_00788,CNAG_03517	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126960">OG5_126960</a>	2	219	N/A	
Afu1g11970	Afu1g11970-T	CNAG_02895	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136518">OG5_136518</a>	0	66	N/A	
Afu1g11980	Afu1g11980-T	CNAG_03743	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_132797">OG5_132797</a>	0	67	N/A	
Afu1g12000	Afu1g12000-T	CNAG_01413	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128789">OG5_128789</a>	0	71	N/A	
Afu1g12020	Afu1g12020-T	CNAG_02341	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_135651">OG5_135651</a>	1	78	N/A	
Afu1g12030	Afu1g12030-T	CNAG_00090	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_144519">OG5_144519</a>	0	53	N/A	
Afu1g12040	Afu1g12040-T	CNAG_06898	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_135756">OG5_135756</a>	0	65	N/A	
Afu1g12065	Afu1g12065-T	CNAG_02136	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131334">OG5_131334</a>	0	81	N/A	
Afu1g12070	Afu1g12070-T	CNAG_06316	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127169">OG5_127169</a>	0	85	N/A	
Afu1g12080	Afu1g12080-T	CNAG_00855	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129847">OG5_129847</a>	0	92	dscA	
Afu1g12090	Afu1g12090-T	CNAG_00837	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136519">OG5_136519</a>	0	58	N/A	
Afu1g12140	Afu1g12140-T	CNAG_00351	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_141364">OG5_141364</a>	0	50	N/A	
Afu1g12150	Afu1g12150-T	CNAG_03996	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127709">OG5_127709</a>	0	69	N/A	
Afu1g12170	Afu1g12170-T	CNAG_03263	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126954">OG5_126954</a>	0	91	N/A	
Afu1g12180	Afu1g12180-T	CNAG_05124	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128997">OG5_128997</a>	0	67	N/A	
Afu1g12210	Afu1g12210-T	CNAG_00154,CNAG_02758	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127243">OG5_127243</a>	4	233	N/A	
Afu1g12250	Afu1g12250-T	CNAG_00453,CNAG_06668	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_134257">OG5_134257</a>	0	85	rcfB	
Afu1g12260	Afu1g12260-T	CNAG_02956	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128599">OG5_128599</a>	0	109	N/A	
Afu1g12280	Afu1g12280-T	CNAG_04670	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_132851">OG5_132851</a>	0	63	N/A	
Afu1g12290	Afu1g12290-T	CNAG_05197	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129973">OG5_129973</a>	0	77	N/A	
Afu1g12310	Afu1g12310-T	CNAG_05119	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_133335">OG5_133335</a>	0	75	N/A	
Afu1g12332	Afu1g12332-T	CNAG_05622	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127917">OG5_127917</a>	0	88	N/A	
Afu1g12340	Afu1g12340-T	CNAG_06551	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129195">OG5_129195</a>	0	102	N/A	
Afu1g12350	Afu1g12350-T	CNAG_01223	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127576">OG5_127576</a>	1	133	N/A	
Afu1g12370	Afu1g12370-T	CNAG_06494	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129852">OG5_129852</a>	0	45	N/A	
Afu1g12380	Afu1g12380-T	CNAG_07548	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_146729">OG5_146729</a>	0	57	N/A	
Afu1g12390	Afu1g12390-T	CNAG_05285	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127604">OG5_127604</a>	0	80	N/A	
Afu1g12400	Afu1g12400-T	CNAG_00011	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136960">OG5_136960</a>	0	58	N/A	
Afu1g12490	Afu1g12490-T	CNAG_07989	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_152675">OG5_152675</a>	0	50	veA	
Afu1g12520	Afu1g12520-T	CNAG_01891	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131019">OG5_131019</a>	0	89	N/A	
Afu1g12530	Afu1g12530-T	CNAG_01150	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129048">OG5_129048</a>	1	132	N/A	
Afu1g12540	Afu1g12540-T	CNAG_07534	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_135675">OG5_135675</a>	0	61	N/A	
Afu1g12550	Afu1g12550-T	CNAG_01530	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_135680">OG5_135680</a>	0	80	N/A	
Afu1g12570	Afu1g12570-T	CNAG_05082	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129088">OG5_129088</a>	0	72	N/A	
