[Gene ID]	[source_id]	[Input Ortholog(s)]	[Ortholog Group]	[Paralog count]	[Ortholog count]	[Gene Name or Symbol]
Afu2g10640	Afu2g10640-T	YDR448W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127420">OG5_127420</a>	0	82	N/A
Afu2g10690	Afu2g10690-T	YML123C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127743">OG5_127743</a>	2	294	N/A
Afu2g10700	Afu2g10700-T	YAL020C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131682">OG5_131682</a>	0	61	N/A
Afu2g10730	Afu2g10730-T	YNL102W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128177">OG5_128177</a>	0	87	N/A
Afu2g10740	Afu2g10740-T	YOL055C,YPL258C,YPR121W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128612">OG5_128612</a>	0	83	N/A
Afu2g10750	Afu2g10750-T	YNL112W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126772">OG5_126772</a>	0	102	N/A
Afu2g10800	Afu2g10800-T	YGL198W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128256">OG5_128256</a>	0	81	N/A
Afu2g10810	Afu2g10810-T	YIL063C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129827">OG5_129827</a>	0	77	N/A
Afu2g10820	Afu2g10820-T	YDR291W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130740">OG5_130740</a>	0	88	N/A
Afu2g10890	Afu2g10890-T	YPL070W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_142749">OG5_142749</a>	0	43	N/A
Afu2g10900	Afu2g10900-T	YCR068W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_135118">OG5_135118</a>	0	69	N/A
Afu2g10910	Afu2g10910-T	YBR298C,YDL247W,YGR289C,YJR160C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130472">OG5_130472</a>	3	139	N/A
Afu2g10930	Afu2g10930-T	YCL001W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127650">OG5_127650</a>	0	86	N/A
Afu2g10980	Afu2g10980-T	YBR164C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128805">OG5_128805</a>	0	89	N/A
Afu2g10990	Afu2g10990-T	YOR141C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130536">OG5_130536</a>	0	61	N/A
Afu2g11000	Afu2g11000-T	YBR279W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129924">OG5_129924</a>	0	81	N/A
Afu2g11010	Afu2g11010-T	YKL216W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127289">OG5_127289</a>	0	104	N/A
Afu2g11060	Afu2g11060-T	YGR037C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127366">OG5_127366</a>	0	124	N/A
Afu2g11070	Afu2g11070-T	YBR223C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129037">OG5_129037</a>	0	61	N/A
Afu2g11080	Afu2g11080-T	YGR227W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130257">OG5_130257</a>	0	75	N/A
Afu2g11090	Afu2g11090-T	YJL072C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128484">OG5_128484</a>	0	86	N/A
Afu2g11100	Afu2g11100-T	YMR264W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136120">OG5_136120</a>	0	60	N/A
Afu2g11110	Afu2g11110-T	YFR031C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127360">OG5_127360</a>	0	88	N/A
Afu2g11130	Afu2g11130-T	YDL165W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128007">OG5_128007</a>	0	105	N/A
Afu2g11140	Afu2g11140-T	YLR439W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_140241">OG5_140241</a>	0	38	N/A
Afu2g11150	Afu2g11150-T	YER136W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127353">OG5_127353</a>	0	89	N/A
Afu2g11170	Afu2g11170-T	YPR162C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129711">OG5_129711</a>	0	87	N/A
Afu2g11180	Afu2g11180-T	YLR452C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_135399">OG5_135399</a>	0	82	flbA
Afu2g11190	Afu2g11190-T	YLR418C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128820">OG5_128820</a>	0	62	N/A
Afu2g11240	Afu2g11240-T	YBR243C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127672">OG5_127672</a>	0	84	N/A
Afu2g11250	Afu2g11250-T	YCR107W,YDL243C,YNL331C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136065">OG5_136065</a>	0	79	N/A
Afu2g11260	Afu2g11260-T	YDR234W,YGL009C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127864">OG5_127864</a>	2	184	luA
Afu2g11290	Afu2g11290-T	YEL021W,YML106W,YMR271C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126793">OG5_126793</a>	1	152	N/A
Afu2g11300	Afu2g11300-T	YGL125W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128744">OG5_128744</a>	0	92	N/A
Afu2g11330	Afu2g11330-T	YGR020C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127904">OG5_127904</a>	0	81	N/A
Afu2g11340	Afu2g11340-T	YDL046W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131278">OG5_131278</a>	0	73	N/A
Afu2g11360	Afu2g11360-T	YBR041W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127399">OG5_127399</a>	2	133	N/A
Afu2g11380	Afu2g11380-T	YCL059C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127855">OG5_127855</a>	0	88	N/A
Afu2g11430	Afu2g11430-T	YHR172W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128455">OG5_128455</a>	0	87	N/A
Afu2g11440	Afu2g11440-T	YGR253C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127593">OG5_127593</a>	0	89	pup2
Afu2g11450	Afu2g11450-T	YDR083W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128126">OG5_128126</a>	0	82	N/A
Afu2g11470	Afu2g11470-T	YIL041W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_135767">OG5_135767</a>	1	78	N/A
Afu2g11475	Afu2g11475-T	YIL041W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_135767">OG5_135767</a>	1	78	N/A
Afu2g11480	Afu2g11480-T	YLR242C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130657">OG5_130657</a>	0	66	N/A
Afu2g11490	Afu2g11490-T	YJL071W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136121">OG5_136121</a>	0	60	N/A
Afu2g11500	Afu2g11500-T	YDR071C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130887">OG5_130887</a>	0	62	N/A
Afu2g11510	Afu2g11510-T	YPL093W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127411">OG5_127411</a>	0	88	N/A
Afu2g11520	Afu2g11520-T	YDL138W,YDL194W,YDL245C,YDR342C,YDR343C,YDR345C,YEL069C,YFL011W,YHR092C,YHR094C,YHR096C,YIL170W,YIL171W,YJL214W,YJL219W,YJR158W,YLR081W,YMR011W,YNR072W,YOL156W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126798">OG5_126798</a>	8	645	N/A
Afu2g11540	Afu2g11540-T	YBR159W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126812">OG5_126812</a>	0	85	N/A
Afu2g11550	Afu2g11550-T	YER044C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131622">OG5_131622</a>	0	62	erg28
Afu2g11560	Afu2g11560-T	YBR018C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129227">OG5_129227</a>	0	63	N/A
Afu2g11610	Afu2g11610-T	YBR299W,YGR287C,YGR292W,YIL172C,YJL216C,YJL221C,YOL157C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126827">OG5_126827</a>	4	110	N/A
Afu2g11620	Afu2g11620-T	YBR299W,YGR287C,YGR292W,YIL172C,YJL216C,YJL221C,YOL157C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126827">OG5_126827</a>	4	110	N/A
Afu2g11680	Afu2g11680-T	YBR242W,YGL101W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127807">OG5_127807</a>	0	93	N/A
Afu2g11700	Afu2g11700-T	YDR305C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127985">OG5_127985</a>	0	72	N/A
Afu2g11720	Afu2g11720-T	YNR029C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127264">OG5_127264</a>	0	118	N/A
Afu2g11740	Afu2g11740-T	YBL022C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126991">OG5_126991</a>	1	197	N/A
Afu2g11750	Afu2g11750-T	YFL016C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126952">OG5_126952</a>	0	100	N/A
Afu2g11760	Afu2g11760-T	YPL084W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131141">OG5_131141</a>	0	38	N/A
Afu2g11780	Afu2g11780-T	YGL035C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_135768">OG5_135768</a>	0	73	N/A
Afu2g11800	Afu2g11800-T	YJL124C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128760">OG5_128760</a>	0	84	N/A
Afu2g11810	Afu2g11810-T	YPL012W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129095">OG5_129095</a>	0	85	N/A
Afu2g11840	Afu2g11840-T	YBR112C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128428">OG5_128428</a>	0	103	cyc8
Afu2g11850	Afu2g11850-T	YOR063W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126874">OG5_126874</a>	0	96	rpL3
Afu2g11870	Afu2g11870-T	YGR143W,YPR159W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130804">OG5_130804</a>	0	119	kre6
Afu2g11940	Afu2g11940-T	YLR359W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128176">OG5_128176</a>	0	108	ade13
Afu2g11960	Afu2g11960-T	YJL085W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136869">OG5_136869</a>	0	44	N/A
Afu2g11990	Afu2g11990-T	YNL128W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128815">OG5_128815</a>	0	68	N/A
Afu2g12020	Afu2g12020-T	YER112W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128255">OG5_128255</a>	0	83	N/A
Afu2g12030	Afu2g12030-T	YPL001W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129384">OG5_129384</a>	0	85	N/A
Afu2g12050	Afu2g12050-T	YOR079C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130597">OG5_130597</a>	0	67	N/A
Afu2g12060	Afu2g12060-T	YFL009W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129129">OG5_129129</a>	1	166	N/A
Afu2g12080	Afu2g12080-T	YER053C,YJR077C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127220">OG5_127220</a>	2	188	N/A
Afu2g12110	Afu2g12110-T	YDL001W,YDR282C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127371">OG5_127371</a>	1	196	N/A
Afu2g12120	Afu2g12120-T	YOR078W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_139340">OG5_139340</a>	0	40	N/A
Afu2g12140	Afu2g12140-T	YJR040W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126837">OG5_126837</a>	2	188	N/A
Afu2g12150	Afu2g12150-T	YLR106C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127263">OG5_127263</a>	0	143	N/A
Afu2g12190	Afu2g12190-T	YGR181W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130431">OG5_130431</a>	0	79	N/A
Afu2g12200	Afu2g12200-T	YKL166C,YPL203W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126748">OG5_126748</a>	1	199	pkaC
Afu2g12220	Afu2g12220-T	YOR217W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127465">OG5_127465</a>	0	97	N/A
Afu2g12230	Afu2g12230-T	YBL038W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127517">OG5_127517</a>	0	64	N/A
Afu2g12250	Afu2g12250-T	YBR087W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127765">OG5_127765</a>	0	86	N/A
Afu2g12260	Afu2g12260-T	YPL132W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128258">OG5_128258</a>	0	83	cox11
Afu2g12310	Afu2g12310-T	YOL108C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_138420">OG5_138420</a>	0	88	N/A
Afu2g12330	Afu2g12330-T	YPL133C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136122">OG5_136122</a>	0	77	acuM
Afu2g12370	Afu2g12370-T	YNL213C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_137419">OG5_137419</a>	0	45	N/A
Afu2g12390	Afu2g12390-T	YIL106W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127063">OG5_127063</a>	0	85	N/A
Afu2g12400	Afu2g12400-T	YDR298C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127249">OG5_127249</a>	0	83	N/A
Afu2g12410	Afu2g12410-T	YMR196W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_134516">OG5_134516</a>	0	47	N/A
Afu2g12440	Afu2g12440-T	YIL103W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127598">OG5_127598</a>	0	88	N/A
Afu2g12460	Afu2g12460-T	YBR269C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_137839">OG5_137839</a>	0	51	N/A
Afu2g12470	Afu2g12470-T	YLR438W,YOL140W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126982">OG5_126982</a>	1	185	N/A
Afu2g12480	Afu2g12480-T	YJL059W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129202">OG5_129202</a>	0	67	N/A
Afu2g12520	Afu2g12520-T	YDL076C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_137420">OG5_137420</a>	0	46	N/A
Afu2g12530	Afu2g12530-T	YML042W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129452">OG5_129452</a>	0	114	N/A
Afu2g12560	Afu2g12560-T	YHL018W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127905">OG5_127905</a>	0	69	N/A
Afu2g12580	Afu2g12580-T	YPL094C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130444">OG5_130444</a>	0	59	N/A
Afu2g12590	Afu2g12590-T	YHR151C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_142754">OG5_142754</a>	0	35	N/A
Afu2g12610	Afu2g12610-T	YDR376W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128406">OG5_128406</a>	0	83	N/A
Afu2g12850	Afu2g12850-T	YMR307W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130471">OG5_130471</a>	3	133	gel3
Afu2g12860	Afu2g12860-T	YFL034W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128851">OG5_128851</a>	1	167	N/A
Afu2g12870	Afu2g12870-T	YBL050W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127387">OG5_127387</a>	0	92	sec17
Afu2g12880	Afu2g12880-T	YDL060W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128208">OG5_128208</a>	0	88	N/A
Afu2g12890	Afu2g12890-T	YER082C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127796">OG5_127796</a>	0	89	N/A
Afu2g12960	Afu2g12960-T	YNL215W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136123">OG5_136123</a>	0	57	N/A
Afu2g12980	Afu2g12980-T	YDL195W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127506">OG5_127506</a>	0	100	N/A
Afu2g13010	Afu2g13010-T	YLR038C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128087">OG5_128087</a>	0	78	N/A
Afu2g13020	Afu2g13020-T	YLR348C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130337">OG5_130337</a>	0	91	N/A
Afu2g13030	Afu2g13030-T	YPR047W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128825">OG5_128825</a>	0	82	N/A
Afu2g13040	Afu2g13040-T	YOR232W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126978">OG5_126978</a>	0	86	grpE
Afu2g13070	Afu2g13070-T	YGL017W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129077">OG5_129077</a>	0	76	N/A
Afu2g13080	Afu2g13080-T	YOR163W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127823">OG5_127823</a>	0	134	N/A
Afu2g13090	Afu2g13090-T	YIL021W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127622">OG5_127622</a>	0	87	N/A
Afu2g13110	Afu2g13110-T	YEL039C,YJR048W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127365">OG5_127365</a>	0	86	cycA
Afu2g13130	Afu2g13130-T	YDL111C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_138615">OG5_138615</a>	0	42	N/A
Afu2g13140	Afu2g13140-T	YJL106W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127559">OG5_127559</a>	0	97	ime2
Afu2g13240	Afu2g13240-T	YBR127C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127061">OG5_127061</a>	0	88	N/A
Afu2g13250	Afu2g13250-T	YGL026C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128016">OG5_128016</a>	0	112	trpB
Afu2g13290	Afu2g13290-T	YBR172C,YPL105C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_134517">OG5_134517</a>	1	63	N/A
Afu2g13295	Afu2g13295-T	YBR172C,YPL105C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_134517">OG5_134517</a>	1	63	N/A
Afu2g13320	Afu2g13320-T	YIL065C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129200">OG5_129200</a>	0	63	N/A
Afu2g13330	Afu2g13330-T	YMR117C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_139344">OG5_139344</a>	0	49	N/A
Afu2g13350	Afu2g13350-T	YDR308C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_138472">OG5_138472</a>	0	40	N/A
Afu2g13370	Afu2g13370-T	YJL100W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129656">OG5_129656</a>	0	77	N/A
Afu2g13380	Afu2g13380-T	YJL110C,YKR034W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136873">OG5_136873</a>	0	47	N/A
Afu2g13390	Afu2g13390-T	YMR155W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_132303">OG5_132303</a>	0	114	N/A
Afu2g13400	Afu2g13400-T	YDR105C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127560">OG5_127560</a>	0	62	N/A
Afu2g13410	Afu2g13410-T	YNL082W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128001">OG5_128001</a>	0	95	N/A
Afu2g13470	Afu2g13470-T	YER037W,YGL224C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130972">OG5_130972</a>	0	64	N/A
Afu2g13490	Afu2g13490-T	YLL032C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_132642">OG5_132642</a>	0	78	N/A
Afu2g13512	Afu2g13512-T	YKR051W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126850">OG5_126850</a>	1	181	N/A
Afu2g13520	Afu2g13520-T	YLR087C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_137422">OG5_137422</a>	0	56	N/A
Afu2g13530	Afu2g13530-T	YDR385W,YOR133W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126923">OG5_126923</a>	0	109	N/A
Afu2g13570	Afu2g13570-T	YPL217C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127790">OG5_127790</a>	0	82	N/A
Afu2g13590	Afu2g13590-T	YNL015W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_139345">OG5_139345</a>	0	39	N/A
Afu2g13600	Afu2g13600-T	YIL042C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_132397">OG5_132397</a>	0	57	N/A
Afu2g13630	Afu2g13630-T	YER152C,YGL202W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127007">OG5_127007</a>	2	206	aro8
Afu2g13680	Afu2g13680-T	YFR014C,YOL016C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126600">OG5_126600</a>	1	359	N/A
Afu2g13720	Afu2g13720-T	YPR110C	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127819">OG5_127819</a>	0	85	N/A
Afu2g13730	Afu2g13730-T	YPR066W	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128095">OG5_128095</a>	0	91	N/A
