[Gene ID]	[source_id]	[Input Ortholog(s)]	[Ortholog Group]	[Paralog count]	[Ortholog count]	[Gene Name or Symbol]
YDR338C	YDR338C-t26_1	CNAG_07431	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126647">OG5_126647</a>	1	325	N/A
YDR339C	YDR339C-t26_1	CNAG_02162	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127679">OG5_127679</a>	0	80	FCF1
YDR341C	YDR341C-t26_1	CNAG_03457	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126752">OG5_126752</a>	1	120	N/A
YDR342C	YDR342C-t26_1	CNAG_03438,CNAG_03772,CNAG_04920,CNAG_04931,CNAG_05324,CNAG_05387,CNAG_06290,CNAG_06521	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126798">OG5_126798</a>	19	634	HXT7
YDR343C	YDR343C-t26_1	CNAG_03438,CNAG_03772,CNAG_04920,CNAG_04931,CNAG_05324,CNAG_05387,CNAG_06290,CNAG_06521	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126798">OG5_126798</a>	19	634	HXT6
YDR345C	YDR345C-t26_1	CNAG_03438,CNAG_03772,CNAG_04920,CNAG_04931,CNAG_05324,CNAG_05387,CNAG_06290,CNAG_06521	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126798">OG5_126798</a>	19	634	HXT3
YDR346C	YDR346C-t26_1	CNAG_00356	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136570">OG5_136570</a>	0	67	SVF1
YDR352W	YDR352W-t26_1	CNAG_01855	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128454">OG5_128454</a>	2	122	YPQ2
YDR353W	YDR353W-t26_1	CNAG_05847	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127532">OG5_127532</a>	1	71	TRR1
YDR354W	YDR354W-t26_1	CNAG_00811	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129303">OG5_129303</a>	0	91	TRP4
YDR358W	YDR358W-t26_1	CNAG_00977	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129012">OG5_129012</a>	1	68	GGA1
YDR359C	YDR359C-t26_1	CNAG_01591	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136146">OG5_136146</a>	0	54	EAF1
YDR361C	YDR361C-t26_1	CNAG_03897	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129004">OG5_129004</a>	0	83	BCP1
YDR363W-A	YDR363W-A-t26_1	CNAG_06402	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130158">OG5_130158</a>	0	72	SEM1
YDR364C	YDR364C-t26_1	CNAG_03349	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128322">OG5_128322</a>	0	84	CDC40
YDR365C	YDR365C-t26_1	CNAG_00142	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128148">OG5_128148</a>	0	88	ESF1
YDR367W	YDR367W-t26_1	CNAG_00101	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136973">OG5_136973</a>	0	54	KEI1
YDR368W	YDR368W-t26_1	CNAG_01257,CNAG_01615,CNAG_01896,CNAG_02478,CNAG_03983,CNAG_07801	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126583">OG5_126583</a>	3	558	YPR1
YDR371W	YDR371W-t26_1	CNAG_03412	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126929">OG5_126929</a>	0	321	CTS2
YDR372C	YDR372C-t26_1	CNAG_04806	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129663">OG5_129663</a>	0	65	VPS74
YDR373W	YDR373W-t26_1	CNAG_03370	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127392">OG5_127392</a>	0	112	FRQ1
YDR375C	YDR375C-t26_1	CNAG_02792	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128574">OG5_128574</a>	0	76	BCS1
YDR376W	YDR376W-t26_1	CNAG_05035	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128406">OG5_128406</a>	0	83	ARH1
YDR377W	YDR377W-t26_1	CNAG_02916	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_137416">OG5_137416</a>	0	60	ATP17
YDR378C	YDR378C-t26_1	CNAG_06426	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128262">OG5_128262</a>	0	79	LSM6
YDR379C-A	YDR379C-A-t26_1	CNAG_07991	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131398">OG5_131398</a>	0	74	SDH6
YDR379W	YDR379W-t26_1	CNAG_04213	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_133763">OG5_133763</a>	1	78	RGA2
YDR381W	YDR381W-t26_1	CNAG_03186,CNAG_03249	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127829">OG5_127829</a>	0	145	YRA1
YDR382W	YDR382W-t26_1	CNAG_05762	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126845">OG5_126845</a>	1	117	RPP2B
YDR385W	YDR385W-t26_1	CNAG_06840	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126923">OG5_126923</a>	1	108	EFT2
YDR386W	YDR386W-t26_1	CNAG_03923	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129162">OG5_129162</a>	0	88	MUS81
YDR388W	YDR388W-t26_1	CNAG_00361	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_133872">OG5_133872</a>	0	67	RVS167
YDR389W	YDR389W-t26_1	CNAG_03248	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_134945">OG5_134945</a>	1	80	SAC7
YDR390C	YDR390C-t26_1	CNAG_05896	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127838">OG5_127838</a>	0	90	UBA2
YDR392W	YDR392W-t26_1	CNAG_05290	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131004">OG5_131004</a>	0	88	SPT3
YDR393W	YDR393W-t26_1	CNAG_03391	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_135417">OG5_135417</a>	0	60	SHE9
YDR394W	YDR394W-t26_1	CNAG_03904	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127831">OG5_127831</a>	0	85	RPT3
YDR397C	YDR397C-t26_1	CNAG_01201	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129155">OG5_129155</a>	0	79	NCB2
YDR398W	YDR398W-t26_1	CNAG_03602	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129132">OG5_129132</a>	0	67	UTP5
YDR399W	YDR399W-t26_1	CNAG_02546	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_134779">OG5_134779</a>	1	62	HPT1
YDR400W	YDR400W-t26_1	CNAG_02078	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127001">OG5_127001</a>	0	128	URH1
YDR404C	YDR404C-t26_1	CNAG_01359	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127981">OG5_127981</a>	0	86	RPB7
YDR405W	YDR405W-t26_1	CNAG_04709	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_137275">OG5_137275</a>	0	58	MRP20
YDR406W	YDR406W-t26_1	CNAG_00730,CNAG_00869,CNAG_04098,CNAG_05470,CNAG_06338,CNAG_06348,CNAG_07799	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126574">OG5_126574</a>	8	1894	PDR15
YDR408C	YDR408C-t26_1	CNAG_02795	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129694">OG5_129694</a>	0	51	ADE8
YDR409W	YDR409W-t26_1	CNAG_06223	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128433">OG5_128433</a>	0	69	SIZ1
YDR410C	YDR410C-t26_1	CNAG_01592	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127842">OG5_127842</a>	0	89	STE14
YDR411C	YDR411C-t26_1	CNAG_06365	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127013">OG5_127013</a>	1	103	DFM1
YDR412W	YDR412W-t26_1	CNAG_03954	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129994">OG5_129994</a>	0	76	RRP17
YDR414C	YDR414C-t26_1	CNAG_04671	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_132559">OG5_132559</a>	0	87	ERD1
YDR415C	YDR415C-t26_1	CNAG_04269	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_133339">OG5_133339</a>	0	112	N/A
YDR416W	YDR416W-t26_1	CNAG_02426	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128360">OG5_128360</a>	0	97	SYF1
YDR418W	YDR418W-t26_1	CNAG_01480	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127022">OG5_127022</a>	1	93	RPL12B
YDR419W	YDR419W-t26_1	CNAG_02171	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128521">OG5_128521</a>	0	90	RAD30
YDR420W	YDR420W-t26_1	CNAG_01421,CNAG_04183,CNAG_05915	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126579">OG5_126579</a>	10	355	HKR1
YDR424C	YDR424C-t26_1	CNAG_05781	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127498">OG5_127498</a>	0	102	DYN2
YDR425W	YDR425W-t26_1	CNAG_02730	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_135120">OG5_135120</a>	1	72	SNX41
YDR427W	YDR427W-t26_1	CNAG_04014	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127891">OG5_127891</a>	0	89	RPN9
YDR429C	YDR429C-t26_1	CNAG_02657	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128530">OG5_128530</a>	0	85	TIF35
YDR432W	YDR432W-t26_1	CNAG_04848	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127971">OG5_127971</a>	0	111	NPL3
YDR434W	YDR434W-t26_1	CNAG_05775	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130524">OG5_130524</a>	0	101	GPI17
YDR435C	YDR435C-t26_1	CNAG_03994	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126898">OG5_126898</a>	1	128	PPM1
YDR436W	YDR436W-t26_1	CNAG_03673	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_133724">OG5_133724</a>	1	84	PPZ2
YDR437W	YDR437W-t26_1	CNAG_01386	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129128">OG5_129128</a>	0	74	GPI19
YDR438W	YDR438W-t26_1	CNAG_01467	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128796">OG5_128796</a>	1	122	THI74
YDR440W	YDR440W-t26_1	CNAG_01882	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130680">OG5_130680</a>	0	93	DOT1
YDR447C	YDR447C-t26_1	CNAG_01170	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126867">OG5_126867</a>	1	90	RPS17B
YDR448W	YDR448W-t26_1	CNAG_01626	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127420">OG5_127420</a>	0	82	ADA2
YDR449C	YDR449C-t26_1	CNAG_04044	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129194">OG5_129194</a>	0	83	UTP6
YDR450W	YDR450W-t26_1	CNAG_04883,CNAG_05110	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126668">OG5_126668</a>	2	147	RPS18A
YDR452W	YDR452W-t26_1	CNAG_07629	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127556">OG5_127556</a>	0	115	PPN1
YDR453C	YDR453C-t26_1	CNAG_03482,CNAG_06917	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126593">OG5_126593</a>	2	229	TSA2
YDR454C	YDR454C-t26_1	CNAG_01364	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126916">OG5_126916</a>	0	104	GUK1
YDR456W	YDR456W-t26_1	CNAG_01318	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126729">OG5_126729</a>	0	260	NHX1
YDR457W	YDR457W-t26_1	CNAG_07769	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127551">OG5_127551</a>	0	107	TOM1
YDR458C	YDR458C-t26_1	CNAG_01372	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_135421">OG5_135421</a>	1	66	HEH2
YDR460W	YDR460W-t26_1	CNAG_05877	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128984">OG5_128984</a>	0	84	TFB3
YDR465C	YDR465C-t26_1	CNAG_00434	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_133336">OG5_133336</a>	0	67	RMT2
YDR468C	YDR468C-t26_1	CNAG_01028	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128291">OG5_128291</a>	0	115	TLG1
YDR470C	YDR470C-t26_1	CNAG_06624	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_137000">OG5_137000</a>	0	68	UGO1
YDR471W	YDR471W-t26_1	CNAG_00779	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127262">OG5_127262</a>	1	96	RPL27B
YDR472W	YDR472W-t26_1	CNAG_03672	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128074">OG5_128074</a>	0	85	TRS31
YDR473C	YDR473C-t26_1	CNAG_01809	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128656">OG5_128656</a>	0	84	PRP3
YDR477W	YDR477W-t26_1	CNAG_02675,CNAG_06552	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126655">OG5_126655</a>	3	206	SNF1
YDR479C	YDR479C-t26_1	CNAG_00901	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_134001">OG5_134001</a>	1	62	PEX29
YDR482C	YDR482C-t26_1	CNAG_03309	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128767">OG5_128767</a>	0	87	CWC21
YDR483W	YDR483W-t26_1	CNAG_03832	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_132166">OG5_132166</a>	2	118	KRE2
YDR484W	YDR484W-t26_1	CNAG_03324	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127921">OG5_127921</a>	0	89	VPS52
YDR485C	YDR485C-t26_1	CNAG_06826	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129966">OG5_129966</a>	0	72	VPS72
YDR486C	YDR486C-t26_1	CNAG_05715	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128328">OG5_128328</a>	0	83	VPS60
YDR487C	YDR487C-t26_1	CNAG_00569,CNAG_02506	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127275">OG5_127275</a>	1	177	RIB3
YDR489W	YDR489W-t26_1	CNAG_03356	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128888">OG5_128888</a>	0	86	SLD5
YDR490C	YDR490C-t26_1	CNAG_02915	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128785">OG5_128785</a>	1	129	PKH1
YDR492W	YDR492W-t26_1	CNAG_05370	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127242">OG5_127242</a>	1	127	IZH1
YDR493W	YDR493W-t26_1	CNAG_01089	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130778">OG5_130778</a>	0	76	MZM1
YDR496C	YDR496C-t26_1	CNAG_03675	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128182">OG5_128182</a>	0	80	PUF6
YDR497C	YDR497C-t26_1	CNAG_00097,CNAG_00864,CNAG_04552	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126683">OG5_126683</a>	1	205	ITR1
YDR498C	YDR498C-t26_1	CNAG_02135	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136982">OG5_136982</a>	0	48	SEC20
YDR500C	YDR500C-t26_1	CNAG_03015	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126918">OG5_126918</a>	1	82	RPL37B
YDR502C	YDR502C-t26_1	CNAG_00418	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126734">OG5_126734</a>	1	90	SAM2
YDR507C	YDR507C-t26_1	CNAG_02675,CNAG_06552	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126655">OG5_126655</a>	3	206	GIN4
YDR510W	YDR510W-t26_1	CNAG_03049	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127053">OG5_127053</a>	0	110	SMT3
YDR511W	YDR511W-t26_1	CNAG_03919	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130853">OG5_130853</a>	0	62	SDH7
YDR512C	YDR512C-t26_1	CNAG_05880	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_134000">OG5_134000</a>	0	89	EMI1
YDR513W	YDR513W-t26_1	CNAG_01005	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126864">OG5_126864</a>	1	168	GRX2
YDR514C	YDR514C-t26_1	CNAG_01423	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_139372">OG5_139372</a>	1	21	N/A
YDR516C	YDR516C-t26_1	CNAG_03769,CNAG_05480	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126743">OG5_126743</a>	3	184	EMI2
YDR517W	YDR517W-t26_1	CNAG_03291	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128083">OG5_128083</a>	0	86	GRH1
YDR519W	YDR519W-t26_1	CNAG_02309	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128118">OG5_128118</a>	0	81	FPR2
YDR523C	YDR523C-t26_1	CNAG_00405,CNAG_03290,CNAG_05274	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127277">OG5_127277</a>	1	179	SPS1
YDR525W-A	YDR525W-A-t26_1	CNAG_03268	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_132933">OG5_132933</a>	1	59	SNA2
YDR527W	YDR527W-t26_1	CNAG_05830	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131463">OG5_131463</a>	0	55	RBA50
YDR529C	YDR529C-t26_1	CNAG_01323	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129503">OG5_129503</a>	0	82	QCR7
YDR530C	YDR530C-t26_1	CNAG_05226	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_132043">OG5_132043</a>	1	95	APA2
YDR531W	YDR531W-t26_1	CNAG_02866	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126914">OG5_126914</a>	0	121	CAB1
YDR533C	YDR533C-t26_1	CNAG_01686	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130793">OG5_130793</a>	0	91	HSP31
YDR536W	YDR536W-t26_1	CNAG_01683	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_134813">OG5_134813</a>	0	70	STL1
YDR538W	YDR538W-t26_1	CNAG_03518	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131043">OG5_131043</a>	0	37	PAD1
YDR539W	YDR539W-t26_1	CNAG_03519	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130277">OG5_130277</a>	0	47	FDC1
YDR541C	YDR541C-t26_1	CNAG_02181,CNAG_02182,CNAG_03400	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127062">OG5_127062</a>	3	227	N/A
YEL001C	YEL001C-t26_1	CNAG_00279	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_135769">OG5_135769</a>	0	58	IRC22
YEL002C	YEL002C-t26_1	CNAG_04743	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128922">OG5_128922</a>	0	83	WBP1
YEL003W	YEL003W-t26_1	CNAG_00510	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128303">OG5_128303</a>	0	79	GIM4
YEL004W	YEL004W-t26_1	CNAG_02355	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129880">OG5_129880</a>	0	63	YEA4
YEL006W	YEL006W-t26_1	CNAG_00825,CNAG_03150	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127110">OG5_127110</a>	2	162	YEA6
YEL007W	YEL007W-t26_1	CNAG_01983	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_135268">OG5_135268</a>	1	68	MIT1
YEL011W	YEL011W-t26_1	CNAG_00393	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127579">OG5_127579</a>	0	67	GLC3
YEL012W	YEL012W-t26_1	CNAG_04611	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128230">OG5_128230</a>	0	96	UBC8
YEL013W	YEL013W-t26_1	CNAG_00354	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130007">OG5_130007</a>	0	98	VAC8
YEL016C	YEL016C-t26_1	CNAG_03078	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127260">OG5_127260</a>	1	76	NPP2
YEL020C	YEL020C-t26_1	CNAG_00268	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126899">OG5_126899</a>	1	144	N/A
YEL020W-A	YEL020W-A-t26_1	CNAG_00019	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129185">OG5_129185</a>	0	82	TIM9
YEL021W	YEL021W-t26_1	CNAG_03196,CNAG_04961	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126793">OG5_126793</a>	2	151	URA3
YEL022W	YEL022W-t26_1	CNAG_07514	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128945">OG5_128945</a>	1	100	GEA2
YEL024W	YEL024W-t26_1	CNAG_02315	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127574">OG5_127574</a>	0	89	RIP1
YEL026W	YEL026W-t26_1	CNAG_03435	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127322">OG5_127322</a>	0	87	SNU13
